gname,glong,glat,vlsr
G345.491+00.354,-14.509000000000015,0.35453,-19.5
G345.493+00.303,-14.507000000000005,0.303799,-22.3
G345.529-00.049,-14.471000000000004,-0.0482857,-0.5
G345.586-00.040,-14.413999999999987,-0.0393694,-6.1
G345.651+00.015,-14.34899999999999,0.0153774,-10.0
G345.711+00.159,-14.288999999999987,0.159885,-77.9
G345.761-00.466,-14.238999999999976,-0.465617,-124.6
G345.761-00.466,-14.238999999999976,-0.465617,-37.6
G345.761-00.466,-14.238999999999976,-0.465617,-5.3
G345.810+00.046,-14.189999999999998,0.0467468,-10.0
G345.864-01.103,-14.136000000000024,-1.10268,-20.7
G345.895-01.108,-14.105000000000018,-1.1078,-21.5
G346.056-00.020,-13.944000000000017,-0.0197317,-3.4
G346.056-00.020,-13.944000000000017,-0.0197317,-76.8
G346.078-00.057,-13.922000000000025,-0.0566197,-7.9
G346.078-00.057,-13.922000000000025,-0.0566197,-84.7
G346.095-00.361,-13.904999999999973,-0.360356,-28.3
G346.107-00.010,-13.892999999999972,-0.00997222,-11.0
G346.109-00.372,-13.89100000000002,-0.371253,-28.3
G346.153+00.040,-13.84699999999998,0.0406058,-81.2
G346.206-00.136,-13.793999999999983,-0.135081,-108.0
G346.261+00.313,-13.738999999999976,0.313023,-3.3
G346.269+00.126,-13.730999999999995,0.126233,-32.2
G346.521+00.086,-13.478999999999985,0.086582,5.2
G346.529-00.013,-13.471000000000004,-0.0126986,0.6
G346.873+00.330,-13.12700000000001,0.330212,4.1
G347.236+00.013,-12.76400000000001,0.0132308,-75.7
G347.495+00.171,-12.504999999999995,0.171772,-96.0
G347.590+00.217,-12.410000000000025,0.217847,-96.0
G347.620+00.146,-12.379999999999995,0.146831,-96.0
G347.770+00.144,-12.230000000000018,0.144898,-88.7
G347.862+00.004,-12.137999999999977,0.004235,-32.1
G347.891+00.042,-12.10899999999998,0.0422812,-31.0
G347.908+00.051,-12.091999999999985,0.0519273,-31.5
G347.921-00.763,-12.079000000000008,-0.762734,7.8
G348.000-00.496,-12.0,-0.495769,-95.5
G348.060+00.247,-11.939999999999998,0.247456,0.7
G348.148+00.256,-11.851999999999975,0.256252,-1.4
G348.148+00.256,-11.851999999999975,0.256252,-66.3
G348.249-00.971,-11.750999999999976,-0.970309,-17.9
G348.261+00.485,-11.738999999999976,0.485234,-12.0
G348.533-00.973,-11.466999999999985,-0.972001,-12.1
G348.557-00.985,-11.442999999999984,-0.985,-10.5
G348.691-00.826,-11.309000000000026,-0.825103,-12.0
G348.695-01.028,-11.305000000000007,-1.02773,-12.3
G348.695-01.028,-11.305000000000007,-1.02773,-44.0
G348.710-01.044,-11.29000000000002,-1.04377,-11.2
G348.892-00.179,-11.108000000000004,-0.178508,11.8
G349.090+00.071,-10.910000000000025,0.0715675,-74.0
G349.109+00.118,-10.89100000000002,0.118719,-74.0
G349.126+00.010,-10.874000000000024,0.0105714,-92.0
G349.126+00.010,-10.874000000000024,0.0105714,17.0
G349.217+00.138,-10.783000000000015,0.138873,-65.7
G349.328+00.020,-10.672000000000025,0.0206308,13.6
G349.407+00.188,-10.593000000000018,0.188379,4.9
G349.578-00.682,-10.422000000000025,-0.6818,-19.4
G349.776+00.116,-10.22399999999999,0.116485,-61.8
G349.814-00.625,-10.185999999999979,-0.624123,-25.7
G349.831-00.541,-10.168999999999983,-0.540878,-25.7
G349.925+00.082,-10.074999999999989,0.0823269,9.1
G349.925+00.082,-10.074999999999989,0.0823269,-67.4
G349.925+00.082,-10.074999999999989,0.0823269,-108.2
G349.981-00.450,-10.019000000000005,-0.449086,-31.4
G349.981-00.450,-10.019000000000005,-0.449086,-27.2
G349.981-00.450,-10.019000000000005,-0.449086,-18.2
G350.001+00.429,-9.999000000000024,0.429588,-33.5
G350.015+00.433,-9.985000000000014,0.433697,-33.5
G350.092+00.087,-9.908000000000015,0.08715,-70.1
G350.105+00.081,-9.894999999999982,0.0814338,-70.4
G350.127+00.069,-9.87299999999999,0.0694654,-70.1
G350.174+00.015,-9.826000000000022,0.0151612,-68.9
G350.180+00.014,-9.819999999999993,0.014268,-66.1
G350.201+00.013,-9.798999999999978,0.0139107,-68.9
G350.323+00.141,-9.677000000000021,0.14199,-62.9
G350.328+00.090,-9.672000000000025,0.090544,-66.1
G350.340+00.164,-9.660000000000025,0.164498,-62.9
G350.482+00.951,-9.517999999999972,0.951731,-11.4
G350.505+00.956,-9.495000000000005,0.956733,-9.7
G350.582-00.074,-9.418000000000006,-0.0738203,-22.0
G350.769-00.079,-9.230999999999995,-0.0780547,-62.8
G350.781-00.027,-9.218999999999994,-0.0269447,11.7
G350.958+00.358,-9.041999999999973,0.358757,-5.8
G350.991-00.532,-9.009000000000015,-0.531929,-20.5
G350.995+00.654,-9.004999999999995,0.654141,-3.4
G351.025+00.156,-8.975000000000023,0.156391,4.8
G351.049-00.324,-8.951000000000022,-0.323701,-10.3
G351.130+00.449,-8.870000000000005,0.449712,-7.7
G351.170+00.704,-8.829999999999984,0.70413,-0.9
G351.246+00.673,-8.754000000000019,0.673018,-0.1
G351.261+01.016,-8.738999999999976,1.01627,-3.6
G351.311+00.663,-8.689000000000021,0.663019,-6.7
G351.360+01.015,-8.639999999999986,1.01515,-8.6
G351.367+00.640,-8.632999999999981,0.640792,-3.5
G351.383+00.737,-8.617000000000019,0.737443,-3.4
G351.472-00.458,-8.52800000000002,-0.457478,-21.7
G351.557+00.211,-8.442999999999984,0.211379,-42.6
G351.584-00.350,-8.415999999999997,-0.349703,-92.6
G351.620+00.143,-8.379999999999995,0.143045,-44.8
G351.646-01.252,-8.353999999999985,-1.25112,-14.7
G351.651+00.510,-8.34899999999999,0.510348,-2.9
G351.688-01.169,-8.312000000000012,-1.16808,-10.0
G351.693+00.671,-8.307000000000016,0.671862,3.1
G351.776-00.540,-8.22399999999999,-0.539583,-2.3
G352.234-00.152,-7.7660000000000196,-0.151412,-88.6
G352.313-00.442,-7.687000000000012,-0.44154,-11.3
G352.393-00.066,-7.607000000000028,-0.0652597,-87.0
G352.527-00.147,-7.473000000000013,-0.146896,-38.0
G352.527-00.147,-7.473000000000013,-0.146896,-57.3
G352.576-00.153,-7.423999999999978,-0.152899,-11.7
G352.576-00.153,-7.423999999999978,-0.152899,-60.0
G352.576-00.153,-7.423999999999978,-0.152899,-83.0
G352.597-00.188,-7.40300000000002,-0.187565,-81.4
G352.611+00.176,-7.387999999999977,0.176322,-50.4
G352.628+00.144,-7.372000000000014,0.14453,-52.9
G352.795+01.359,-7.204999999999984,1.35982,2.2
G352.828-00.259,-7.1720000000000255,-0.258941,-24.0
G352.858-00.207,-7.141999999999996,-0.206423,-58.0
G353.032-00.083,-6.968000000000018,-0.0828972,2.2
G353.038+00.581,-6.961999999999989,0.581099,-3.8
G353.076+00.287,-6.923999999999978,0.287763,-2.8
G353.092+00.857,-6.9080000000000155,0.857099,-7.9
G353.195+00.910,-6.805000000000007,0.910434,-3.7
G353.221-00.243,-6.778999999999996,-0.242567,-8.3
G353.350-00.143,-6.649999999999977,-0.14297,-58.1
G353.368-00.087,-6.632000000000005,-0.086382,-58.1
G353.395-00.098,-6.605000000000018,-0.0972786,-58.1
G353.408-00.381,-6.5919999999999845,-0.38057,-16.0
G353.547-00.013,-6.4529999999999745,-0.0124228,-56.7
G353.574-00.052,-6.425999999999988,-0.0517219,-56.7
G353.676+00.030,-6.324000000000012,0.0309481,-31.0
G354.175-00.062,-5.824999999999989,-0.0614192,-31.9
G354.420+00.033,-5.579999999999984,0.0331053,-13.2
G354.465+00.079,-5.535000000000025,0.0792931,19.9
G354.589+00.005,-5.411000000000001,0.0052422,-32.1
G354.611+00.483,-5.38900000000001,0.483291,-23.4
G354.685+00.469,-5.314999999999998,0.469871,-21.2
G354.936+00.330,-5.064000000000021,0.330387,17.8
G354.979-00.527,-5.021000000000015,-0.526567,0.3
G355.026-00.211,-4.9739999999999895,-0.210901,-0.4
G355.026-00.211,-4.9739999999999895,-0.210901,-7.9
G355.026-00.211,-4.9739999999999895,-0.210901,-20.6
G355.117+00.014,-4.882999999999981,0.0144394,12.9
G355.244+00.109,-4.755999999999972,0.109451,10.3
G355.344+00.145,-4.656000000000006,0.145,18.8
G355.529-00.102,-4.471000000000004,-0.101071,-41.1
G355.529-00.102,-4.471000000000004,-0.101071,-80.6
G355.529-00.102,-4.471000000000004,-0.101071,-22.5
G355.529-00.102,-4.471000000000004,-0.101071,3.8
G355.663+00.377,-4.336999999999989,0.377924,-2.6
G355.680+00.006,-4.319999999999993,0.00669563,-76.1
G355.695+00.344,-4.305000000000007,0.344367,-79.1
G355.695+00.344,-4.305000000000007,0.344367,3.0
G355.739+00.131,-4.261000000000024,0.131205,-77.4
G355.739+00.131,-4.261000000000024,0.131205,10.7
G355.803-00.274,-4.197000000000003,-0.273384,3.1
G355.803-00.274,-4.197000000000003,-0.273384,-31.5
G355.924+01.634,-4.076000000000022,1.6343,6.6
G356.232+00.049,-3.7679999999999723,0.0496928,9.3
G356.310-00.206,-3.6899999999999977,-0.205516,-6.4
G356.351+00.223,-3.649000000000001,0.223549,2.0
G356.461+00.006,-3.5389999999999873,0.00695,4.6
G356.470-00.010,-3.5299999999999727,-0.00935611,4.6
G356.472+00.001,-3.52800000000002,0.00175222,4.6
G356.560-00.086,-3.4399999999999977,-0.0859994,4.9
G356.637+00.134,-3.3629999999999995,0.134708,12.5
G357.475-01.404,-2.5249999999999773,-1.40308,16.0
G357.484-00.037,-2.5160000000000196,-0.0360008,15.0
G357.966-00.168,-2.033999999999992,-0.167776,-1.3
G357.985-00.161,-2.0149999999999864,-0.160631,-4.1
