gname,glong,glat,vlsr
G081.693+01.517,81.693,1.51705,27.6
G082.566+00.362,82.566,0.362967,-13.9
G084.157+01.146,84.1579,1.14634,-78.0
G084.221+01.835,84.2214,1.83536,-84.8
G084.539+02.090,84.5395,2.09031,-80.0
G084.983+00.519,84.9839,0.519913,-41.6
G085.029+02.377,85.0294,2.37739,-53.7
G085.241+00.021,85.2414,0.0216525,-35.1
G085.697+02.030,85.6972,2.03068,-72.5
G089.024+02.526,89.0247,2.52637,-84.4
G090.213+02.040,90.213,2.04048,-73.0
G090.226+01.718,90.2269,1.71802,-60.7
G090.856+01.691,90.8562,1.69137,-83.1
G091.113+01.580,91.1139,1.58099,-82.1
G091.552+00.981,91.5526,0.981623,-54.0
G092.920+02.823,92.9208,2.82311,-63.3
G093.459+01.739,93.4597,1.73993,-56.4
G093.518+02.611,93.5181,2.61174,-73.1
G093.533+01.473,93.5335,1.47345,-76.1
G093.857+01.546,93.8574,1.54655,-63.5
G094.263-00.414,94.2635,-0.413893,-45.4
G094.492-00.310,94.4927,-0.309648,-38.9
G094.494-01.513,94.4949,-1.51266,-38.2
G094.890-01.643,94.89,-1.64247,-45.7
G095.660+00.213,95.6608,0.213619,-73.2
G096.289+02.593,96.2897,2.59373,-99.1
G096.345-00.157,96.3453,-0.15615,-47.9
G096.403+01.331,96.403,1.33173,-67.5
G096.434+01.324,96.4344,1.32496,-76.3
G096.500+01.342,96.5006,1.342,-67.2
G096.545+03.376,96.5453,3.376,-61.7
G097.311+03.269,97.3117,3.26959,-73.9
G097.444+03.083,97.4441,3.08301,-83.6
G097.515+03.173,97.5155,3.17304,-74.7
G097.528+03.184,97.5289,3.18404,-74.7
G097.953+01.490,97.9534,1.49052,-66.1
G097.998+01.469,97.9984,1.46904,-63.2
G098.037+01.448,98.0374,1.44842,-67.2
G100.205+01.885,100.205,1.88517,-68.2
G101.016+02.590,101.016,2.59015,-69.4
G101.065+02.499,101.065,2.49985,-61.4
G101.439+02.653,101.439,2.65327,-60.5
G102.877-00.695,102.877,-0.694135,-49.5
G103.686+00.425,103.686,0.425058,-64.8
G103.743+02.162,103.743,2.16202,-19.5
G104.546+01.255,104.546,1.25559,-23.4
G104.675+00.595,104.675,0.595888,-71.1
G104.700+02.784,104.7,2.78498,-57.8
G104.716+02.813,104.716,2.81345,-68.3
G105.635+00.345,105.635,0.345581,-55.7
G105.779+00.048,105.779,0.0480977,-48.2
G106.241+00.957,106.241,0.957715,-53.8
G106.809+03.310,106.809,3.31044,-62.9
G107.034-00.801,107.034,-0.800555,-37.5
G107.209-01.334,107.209,-1.33377,-36.0
G108.191+00.586,108.191,0.586794,-57.1
G108.273-01.066,108.273,-1.0651,-54.9
G108.375-01.056,108.375,-1.05599,-53.5
G108.752-00.972,108.753,-0.971196,-51.3
G108.758-00.989,108.758,-0.988015,-51.3
G108.764-00.952,108.764,-0.951288,-51.3
G108.770-00.974,108.771,-0.973027,-51.3
G108.902+02.714,108.902,2.71437,-12.2
G109.068-00.322,109.068,-0.321072,-55.4
G109.104-00.347,109.104,-0.346095,-47.9
G109.927+01.981,109.927,1.98113,-12.1
G110.099+00.042,110.099,0.0424243,-51.0
G110.211+02.616,110.211,2.61672,-14.0
G110.252+00.009,110.252,0.00996271,-59.6
G110.286+02.488,110.286,2.4883,-62.7
G111.286-00.660,111.286,-0.659548,-48.1
G111.558+00.804,111.558,0.804097,-61.6
G111.612+00.371,111.612,0.371709,-66.7
G111.653+00.950,111.653,0.950102,-53.0
G111.802+00.526,111.802,0.526361,-53.9
G111.946+01.336,111.946,1.33672,-44.5
G112.071+01.063,112.071,1.06377,-41.3
G112.212+00.229,112.212,0.229325,-43.9
G113.595-00.749,113.595,-0.748443,-42.7
G113.900-01.613,113.9,-1.61224,-46.1
G114.526-00.543,114.526,-0.542293,-48.5
G114.605-00.801,114.605,-0.80017,-32.8
G114.626+00.219,114.626,0.219174,-47.9
G114.979+03.182,114.979,3.18247,-64.0
G114.987+03.226,114.987,3.22663,-64.0
G115.785-01.561,115.785,-1.56064,-43.4
G115.885-01.707,115.885,-1.70687,-43.8
G117.639+02.275,117.639,2.27555,-56.6
G118.276+02.490,118.276,2.49094,-73.4
G118.592+02.828,118.592,2.828,-64.4
G118.621-01.329,118.621,-1.32892,-42.6
G118.735+02.919,118.735,2.91954,-66.2
G119.437-00.916,119.437,-0.915642,-31.2
G120.348+01.968,120.348,1.9688,-53.3
G122.775+02.849,122.775,2.84947,-56.0
G123.207+02.831,123.207,2.83179,-61.8
G124.637+02.535,124.637,2.53586,-79.2
G124.894+00.323,124.894,0.323177,-41.2
G125.092+00.778,125.092,0.778299,-66.0
G125.092+01.663,125.092,1.66316,-83.5
G126.664-00.801,126.664,-0.80063,-9.7
G128.772+02.009,128.772,2.00901,-87.2
G132.156-00.729,132.156,-0.728689,-56.4
G133.420+00.068,133.42,0.0683605,-48.5
G133.678+01.212,133.678,1.21265,-40.7
G133.712+01.221,133.712,1.22155,-40.7
G133.781+01.428,133.781,1.42806,-49.4
G134.970+00.699,134.97,0.699346,-40.7
G135.188+02.701,135.188,2.70147,-71.5
G136.084+02.087,136.084,2.08761,-44.7
G136.117+02.058,136.117,2.05827,-45.7
G136.119+02.118,136.119,2.1186,-47.6
G136.448+02.519,136.448,2.51933,-46.7
G136.755+00.466,136.755,0.466643,-52.0
G136.884+00.911,136.884,0.911712,-41.3
G138.494+01.634,138.494,1.63477,-35.5
G139.558+02.539,139.558,2.53935,-43.4
G139.914+00.188,139.914,0.188068,-44.8
G141.084-01.063,141.084,-1.06265,-29.5
G143.555-01.542,143.555,-1.54156,-36.7
G143.814-01.579,143.814,-1.57823,-38.8
G144.947+00.435,144.947,0.435915,-46.1
G147.984-00.335,147.984,-0.334859,-16.8
G148.474+01.982,148.474,1.98265,-47.0
G149.738-00.207,149.738,-0.206577,-71.4
G150.596-00.955,150.596,-0.954571,-26.6
G150.859-01.115,150.859,-1.11492,-30.4
G150.982-00.471,150.983,-0.470334,-23.9
G151.180+02.124,151.18,2.12436,-32.7
G151.273+01.961,151.273,1.96129,-29.4
G151.606-00.373,151.606,-0.372056,-56.4
G151.609-00.233,151.609,-0.232216,-51.2
G151.694-00.501,151.694,-0.500641,-58.2
G152.687+02.889,152.687,2.88907,-16.8
G154.346+02.612,154.346,2.61235,-43.6
G154.646+02.438,154.646,2.43816,-35.2
G155.372+02.613,155.372,2.61388,-44.0
G159.159+03.331,159.159,3.3315,-21.9
G159.354+02.576,159.354,2.57616,-26.0
G168.171+03.054,168.171,3.05467,-23.1
G168.470-00.982,168.47,-0.981532,-31.3
G168.750+00.873,168.75,0.873703,-26.3
G169.180-00.905,169.18,-0.904273,-17.3
G169.649-00.071,169.649,-0.0707456,-31.5
G172.231+02.167,172.231,2.16792,-22.8
G173.331+02.372,173.331,2.37294,-11.8
G173.375-00.209,173.375,-0.208229,-21.4
G173.582-01.581,173.582,-1.58016,-4.6
G173.588-01.606,173.588,-1.606,-1.4
G173.599+02.803,173.599,2.80354,-25.6
G173.706+02.702,173.706,2.70263,-15.3
G173.763+02.665,173.763,2.66591,-16.1
G173.937+00.298,173.937,0.298444,-0.6
G176.473-01.636,176.473,-1.6352,-24.2
G182.349+00.148,-177.651,0.148252,3.8
G183.024+00.017,-176.976,0.0176249,4.8
G188.935+00.755,-171.065,0.755737,5.5
G189.766+00.333,-170.234,0.333129,6.1
G189.830+00.417,-170.17,0.417792,10.5
G190.049+00.538,-169.951,0.538919,5.1
G191.916+00.837,-168.084,0.837009,9.6
G192.499-00.142,-167.501,-0.141271,12.7
G192.578-00.083,-167.422,-0.0828892,11.6
G192.584-00.043,-167.416,-0.0425403,7.5
G192.638-00.008,-167.362,-0.00778047,5.1
G192.720+00.038,-167.28,0.0389317,7.9
G192.918-00.611,-167.082,-0.610759,17.8
G194.138-01.996,-165.862,-1.9955,2.9
G195.650-00.106,-164.35,-0.105872,28.0
G196.220-01.204,-163.78,-1.20347,14.8
G196.448-01.673,-163.552,-1.673,12.9
G196.791-02.378,-163.209,-2.3775,26.3
G196.833-03.106,-163.167,-3.10559,26.7
G197.786-02.320,-162.214,-2.3192,20.5
G201.535+01.597,-158.465,1.59745,23.1
G202.968+02.083,-157.032,2.08303,0.9
G203.254-02.324,-156.746,-2.32366,29.9
G206.316-02.103,-153.684,-2.1025,18.1
G207.326-02.141,-152.674,-2.14016,16.6
G208.741-02.634,-151.259,-2.63327,11.1
G210.187-02.169,-149.813,-2.16823,20.5
G210.788-02.545,-149.212,-2.54484,36.8
G211.245-00.424,-148.755,-0.42367,8.1
G212.021-01.309,-147.979,-1.30855,45.2
G212.235-03.498,-147.765,-3.4979,58.2
G213.076-02.213,-146.924,-2.21278,55.5
G213.833+00.618,-146.167,0.618708,53.2
G217.297-01.393,-142.703,-1.39208,35.7
G217.379-00.083,-142.621,-0.0825146,17.9
G217.440+00.331,-142.56,0.331874,23.6
G217.629-00.178,-142.371,-0.177812,16.6
G218.131-00.397,-141.869,-0.396199,16.3
G218.737+01.850,-141.263,1.85058,54.5
G218.808-04.558,-141.192,-4.55743,51.1
G220.524-02.759,-139.476,-2.75894,70.3
G221.856-02.021,-138.144,-2.02027,38.0
G223.697-02.209,-136.303,-2.20899,15.9
G223.765-01.861,-136.235,-1.8607,15.9
G224.149-02.913,-135.851,-2.91277,8.5
G224.158+01.213,-135.842,1.21306,35.4
G224.405-02.740,-135.595,-2.73994,13.9
G224.895-02.059,-135.105,-2.0584,14.1
G225.470-02.587,-134.53,-2.58626,1.9
G227.760-00.127,-132.24,-0.126665,51.9
G230.354-00.597,-129.646,-0.596395,69.0
G231.142+01.503,-128.858,1.50389,45.7
G231.481-04.401,-128.519,-4.401,54.2
G232.594+00.851,-127.406,0.851318,17.6
G233.753-00.193,-126.24700000000001,-0.192097,35.9
G234.227-00.309,-125.773,-0.30817,42.8
G234.576+00.833,-125.424,0.833902,38.1
G234.644+00.834,-125.356,0.834989,38.1
G234.778-00.187,-125.22200000000001,-0.186183,38.6
G243.244+00.406,-116.756,0.406645,51.7
G253.694-00.414,-106.30600000000001,-0.413853,35.0
G254.682+00.220,-105.31700000000001,0.220624,66.1
G259.057-01.544,-100.94299999999998,-1.54357,58.4
G265.191-00.641,-94.80900000000003,-0.640764,67.6
G269.454-01.468,-90.54599999999999,-1.46794,67.2
G269.731-00.344,-90.269,-0.343468,72.7
G274.004-01.152,-85.99599999999998,-1.15197,37.7
G280.626-01.186,-79.37400000000002,-1.18583,33.6
G280.989-01.527,-79.01100000000002,-1.52699,-0.3
G281.047-01.541,-78.95299999999997,-1.54083,-9.5
G281.175-01.645,-78.82499999999999,-1.64499,-7.1
G281.560-02.478,-78.44,-2.47771,-2.0
G281.584-00.971,-78.416,-0.970993,-3.4
G281.840-01.609,-78.16000000000003,-1.6088,-8.2
G282.015-00.997,-77.98500000000001,-0.996204,1.3
G282.027-01.182,-77.97300000000001,-1.182,22.1
G282.226-01.810,-77.774,-1.80901,-15.0
G282.331-01.797,-77.66899999999998,-1.79604,-15.0
G282.372-01.044,-77.62799999999999,-1.04316,-2.0
G282.642-00.856,-77.358,-0.855989,0.0
G282.842-01.252,-77.15800000000002,-1.25106,-4.2
G283.121-00.988,-76.87900000000002,-0.987294,-1.0
G283.318-01.059,-76.68200000000002,-1.05877,16.0
G283.322-00.557,-76.678,-0.556129,6.0
G283.323-00.718,-76.67700000000002,-0.717087,6.0
G283.832-00.730,-76.168,-0.729519,6.0
G283.895-00.956,-76.10500000000002,-0.955119,3.0
G284.014-00.857,-75.98599999999999,-0.856819,8.6
G284.253-00.348,-75.74700000000001,-0.347159,0.0
G284.636-00.497,-75.36399999999998,-0.496064,5.0
G284.712+00.317,-75.28800000000001,0.317661,8.5
G284.902+00.060,-75.09800000000001,0.06006,3.4
G285.260-00.051,-74.74000000000001,-0.0508056,-0.1
G285.353+00.004,-74.64699999999999,0.00411806,-6.0
G286.260-00.155,-73.74000000000001,-0.154224,-18.0
G286.362-00.297,-73.63799999999998,-0.296084,-34.2
G286.376-00.257,-73.62400000000002,-0.256603,-29.7
G286.391-01.351,-73.60899999999998,-1.35094,38.0
G286.412-01.468,-73.58800000000002,-1.46724,36.9
G286.439-01.496,-73.56099999999998,-1.49544,37.1
G286.455-00.252,-73.54500000000002,-0.25166,-25.9
G286.951-00.955,-73.04899999999998,-0.954146,36.0
G287.025-00.321,-72.97500000000002,-0.320544,-13.7
G287.247+00.355,-72.75299999999999,0.355001,-18.0
G287.524-00.735,-72.476,-0.734751,-17.0
G287.814-00.817,-72.18599999999998,-0.816969,-21.3
G288.074-01.642,-71.92599999999999,-1.64117,10.0
G288.851-00.108,-71.149,-0.107881,20.1
G289.077-00.346,-70.923,-0.345128,22.0
G289.109-01.107,-70.89100000000002,-1.10618,22.7
G289.188-00.293,-70.81200000000001,-0.292355,34.9
G289.249-01.423,-70.75099999999998,-1.42218,29.7
G289.470-00.928,-70.52999999999997,-0.927013,15.7
G289.476-00.899,-70.524,-0.898981,19.4
G289.582-00.636,-70.418,-0.635766,20.5
G289.769-01.220,-70.231,-1.21953,28.0
G289.806-01.242,-70.19400000000002,-1.24171,7.6
G289.822-01.657,-70.178,-1.65613,81.0
G289.874-00.752,-70.12599999999998,-0.751118,16.6
G289.880-00.801,-70.12,-0.800474,17.3
G289.944-00.889,-70.05599999999998,-0.8887,30.9
G289.966-00.962,-70.03399999999999,-0.961471,17.9
G290.012-00.867,-69.988,-0.866788,14.7
G290.323-02.984,-69.67700000000002,-2.9832,-17.7
G290.385-01.042,-69.61500000000001,-1.04184,9.91
G290.674-00.133,-69.32600000000002,-0.132434,19.3
G290.714+00.244,-69.286,0.244036,-28.0
G291.030-00.785,-68.97000000000003,-0.784259,17.0
G291.046-02.079,-68.95400000000001,-2.07858,-19.2
G291.154-00.321,-68.846,-0.320006,7.0
G291.186-00.274,-68.81400000000002,-0.273387,9.8
G291.202-00.295,-68.798,-0.294778,10.9
G291.214-00.246,-68.786,-0.245063,2.6
G291.255-00.776,-68.745,-0.775732,-19.8
G291.281-00.726,-68.719,-0.725065,-24.2
G291.467-00.143,-68.53300000000002,-0.142261,6.0
G291.596-00.239,-68.404,-0.238311,11.4
G291.614-00.525,-68.38600000000002,-0.525,11.0
G291.863-00.682,-68.137,-0.681579,24.4
G291.947-00.910,-68.053,-0.909815,15.0
G292.889-00.831,-67.11099999999999,-0.830442,21.8
G293.024-01.029,-66.976,-1.02891,65.6
G293.113-00.961,-66.887,-0.960074,-25.5
G293.613-01.291,-66.387,-1.29044,-27.0
G293.619-01.613,-66.38099999999997,-1.61252,-16.3
G293.661-01.639,-66.339,-1.63857,-19.2
G293.683-01.590,-66.31700000000001,-1.58924,-16.6
G293.829-00.744,-66.17099999999999,-0.743008,38.8
G293.936-00.873,-66.06400000000002,-0.872551,35.6
G293.952-00.894,-66.048,-0.893941,33.8
G293.967-00.984,-66.03300000000002,-0.983097,28.0
G293.994-00.934,-66.00599999999997,-0.933352,46.5
G294.453-00.521,-65.54700000000003,-0.520068,-12.1
G294.793-01.330,-65.207,-1.32991,-22.0
G294.988-00.538,-65.012,-0.537187,39.8
G295.015-01.861,-64.98500000000001,-1.86044,-18.0
G295.163-00.675,-64.83699999999999,-0.674392,38.0
G295.275-00.255,-64.72500000000002,-0.254435,30.1
G295.728-00.215,-64.27199999999999,-0.214434,17.0
G295.748-00.207,-64.25200000000001,-0.206577,22.9
G296.660-00.925,-63.339999999999975,-0.924437,25.0
G297.248-00.754,-62.75200000000001,-0.753568,22.6
G297.312-00.295,-62.68799999999999,-0.294434,13.8
G297.392-00.624,-62.608000000000004,-0.623767,23.7
G297.469-00.767,-62.531000000000006,-0.766565,22.7
G297.497-00.758,-62.502999999999986,-0.757267,26.2
G297.519-00.031,-62.480999999999995,-0.031,10.6
G297.531-00.823,-62.468999999999994,-0.822067,39.5
G297.536-00.826,-62.464,-0.825566,39.4
G297.626-00.906,-62.374000000000024,-0.905487,31.3
G297.651-00.973,-62.34899999999999,-0.972637,31.2
G298.183-00.784,-61.81700000000001,-0.783099,17.9
G298.196-00.247,-61.803999999999974,-0.2465,31.0
G298.224-00.334,-61.77600000000001,-0.333969,30.8
G298.473+00.104,-61.52699999999999,0.104508,32.1
G298.529-00.251,-61.471000000000004,-0.250768,23.0
G298.630+00.253,-61.370000000000005,0.25357,34.3
G298.669+00.064,-61.33100000000002,0.0647503,24.1
G298.765+00.174,-61.235000000000014,0.174919,24.9
G298.834+00.127,-61.166,0.127723,20.9
G298.846-00.334,-61.153999999999996,-0.333568,25.0
G298.846+00.121,-61.153999999999996,0.121459,21.1
G298.862-00.432,-61.13799999999998,-0.431929,25.0
G298.878+00.192,-61.122000000000014,0.192041,25.5
G298.899+00.187,-61.101,0.187965,31.0
G299.013+00.129,-60.98700000000002,0.129702,23.0
G299.043+00.186,-60.956999999999994,0.186478,23.0
G299.349-00.267,-60.65100000000001,-0.2665,-39.8
G300.134-00.100,-59.865999999999985,-0.0997261,-44.4
G300.369-00.288,-59.63099999999997,-0.287048,29.0
G300.424-00.153,-59.57600000000002,-0.152522,29.3
G300.427-00.180,-59.57299999999998,-0.179718,9.5
G300.502-00.180,-59.49799999999999,-0.179641,25.1
G300.965+01.162,-59.035000000000025,1.16291,-43.8
G300.972+00.994,-59.02800000000002,0.994328,-34.5
G300.983+01.117,-59.016999999999996,1.11738,-43.0
G301.116+00.968,-58.884000000000015,0.96818,-39.8
G301.138-00.227,-58.86200000000002,-0.226403,-38.8
G301.710-00.056,-58.29000000000002,-0.0557883,23.5
G301.733+01.103,-58.266999999999996,1.10355,-39.0
G301.817+00.784,-58.18299999999999,0.7844,-42.2
G301.996+00.947,-58.00400000000002,0.947994,-42.0
G302.032-00.063,-57.96800000000002,-0.0622708,-28.6
G302.076+00.029,-57.92399999999998,0.02935,-31.3
G302.151-00.949,-57.84899999999999,-0.948755,32.2
G302.391+00.280,-57.60899999999998,0.280518,-40.4
G302.436-00.106,-57.56400000000002,-0.105738,-40.4
G302.481-00.035,-57.519000000000005,-0.0344239,-41.6
G302.503-00.762,-57.497000000000014,-0.761857,29.0
G302.582-00.083,-57.418000000000006,-0.0825564,31.0
G302.631+00.030,-57.36900000000003,0.0300386,-33.0
G302.636-00.672,-57.363999999999976,-0.671244,30.5
G302.722-00.816,-57.27800000000002,-0.815373,26.1
G302.805+01.287,-57.19499999999999,1.28744,-28.6
G302.816-00.844,-57.184000000000026,-0.843081,35.0
G303.116-00.971,-56.884000000000015,-0.970693,26.0
G303.342-00.718,-56.658000000000015,-0.717198,27.7
G303.384-00.965,-56.615999999999985,-0.964482,47.0
G303.445-00.745,-56.55500000000001,-0.744001,32.0
G303.557-00.539,-56.442999999999984,-0.53858,32.9
G303.593-00.631,-56.40699999999998,-0.630696,15.6
G303.973-00.035,-56.02699999999999,-0.0347358,16.6
G304.034+00.290,-55.96600000000001,0.290263,-43.6
G304.465-00.023,-55.535000000000025,-0.0222261,-13.8
G304.557+00.329,-55.442999999999984,0.329102,-40.6
G304.925+00.555,-55.07499999999999,0.555719,-38.1
G304.925+00.555,-55.07499999999999,0.555719,-30.7
G305.224+00.212,-54.77600000000001,0.212623,-39.0
G305.233+00.110,-54.766999999999996,0.110253,-40.0
G305.261+00.243,-54.738999999999976,0.243932,-39.0
G305.272+00.164,-54.72800000000001,0.164542,-39.0
G305.322-00.255,-54.678,-0.254759,-45.0
G305.362+00.197,-54.63799999999998,0.197691,-38.8
G305.363+00.150,-54.637,0.15079,-41.9
G305.363+00.150,-54.637,0.15079,-44.6
G305.384-00.248,-54.615999999999985,-0.247703,-45.7
G305.535+00.357,-54.464,0.35776,-39.0
G305.558+00.011,-54.44200000000001,0.0118239,-45.0
G305.689+01.612,-54.31099999999998,1.61261,-58.0
G305.789+00.138,-54.21100000000001,0.138268,-43.0
G305.789+00.280,-54.21100000000001,0.280089,-37.0
G305.838-00.059,-54.16199999999998,-0.0588081,-30.0
G306.321-00.358,-53.678999999999974,-0.357576,-18.2
G307.559-00.585,-52.440999999999974,-0.584971,-40.2
G307.571-00.620,-52.428999999999974,-0.619314,32.0
G307.571-00.620,-52.428999999999974,-0.619314,-43.2
G307.585-00.249,-52.41500000000002,-0.248954,-37.0
G307.610-00.593,-52.389999999999986,-0.592751,38.0
G307.615-00.259,-52.38499999999999,-0.258681,-37.0
G307.974-01.594,-52.02600000000001,-1.59367,39.2
G308.031-01.052,-51.968999999999994,-1.05185,40.7
G308.033-01.053,-51.966999999999985,-1.05273,40.4
G308.056-00.397,-51.942999999999984,-0.396723,-6.5
G308.072-00.389,-51.928,-0.388306,-14.2
G308.079-00.406,-51.92099999999999,-0.405067,-15.4
G308.713+00.646,-51.28699999999998,0.646036,-50.0
G308.734-00.510,-51.26600000000002,-0.509101,-2.8
G308.747+00.547,-51.252999999999986,0.547103,-41.6
G308.916+00.124,-51.084,0.124968,-42.5
G309.075+00.172,-50.92500000000001,0.172474,-47.0
G309.151-00.215,-50.84899999999999,-0.214584,-12.1
G309.176-00.028,-50.82400000000001,-0.0274142,-17.2
G309.250-00.192,-50.75,-0.191662,-13.5
G309.283-00.035,-50.716999999999985,-0.0341989,-18.3
G309.540-00.720,-50.45999999999998,-0.719817,-43.0
G309.896+00.393,-50.103999999999985,0.39319,-58.7
G309.917+00.342,-50.08300000000003,0.3426,-55.0
G309.921+00.481,-50.077999999999975,0.48136,-61.3
G310.168-00.132,-49.831999999999994,-0.131471,3.2
G310.260-00.199,-49.74000000000001,-0.198667,8.4
G310.519-00.220,-49.480999999999995,-0.219482,24.5
G310.630-00.421,-49.370000000000005,-0.420578,-27.3
G310.672-00.450,-49.327999999999975,-0.449971,-25.0
G310.808-00.399,-49.19200000000001,-0.39892,27.6
G310.887+00.009,-49.113,0.00979722,-55.5
G310.901-00.373,-49.09899999999999,-0.372684,28.4
G310.983+00.404,-49.016999999999996,0.404831,-51.0
G311.003-00.355,-48.997000000000014,-0.354365,33.3
G311.015+00.210,-48.985000000000014,0.210462,-36.3
G311.137-00.235,-48.863,-0.234183,44.2
G311.138-00.278,-48.86200000000002,-0.277911,42.2
G311.216+00.762,-48.78399999999999,0.762545,-57.0
G311.425+00.598,-48.57499999999999,0.598469,-44.2
G311.484+00.361,-48.51600000000002,0.36148,-64.5
G311.489+00.394,-48.511000000000024,0.394437,-59.0
G311.501-00.465,-48.499000000000024,-0.464016,-48.5
G311.551-00.584,-48.44900000000001,-0.583216,37.7
G311.563+00.239,-48.43700000000001,0.239108,1.7
G311.575+00.239,-48.42500000000001,0.239292,1.5
G311.581-00.593,-48.41899999999998,-0.592326,33.9
G311.606-00.638,-48.394000000000005,-0.63766,34.3
G311.621+00.295,-48.37900000000002,0.295758,-61.0
G311.629+00.289,-48.37099999999998,0.289892,-54.0
G311.639-00.627,-48.36099999999999,-0.626919,32.0
G311.644-00.379,-48.355999999999995,-0.378981,49.2
G311.667-00.409,-48.33300000000003,-0.408154,34.4
G311.809-00.309,-48.190999999999974,-0.30839,-37.7
G311.822+00.044,-48.178,0.0441775,-50.9
G311.841-00.219,-48.15899999999999,-0.218049,23.9
G311.866-00.238,-48.134000000000015,-0.237184,24.0
G311.893+00.086,-48.10700000000003,0.0869039,-49.9
G311.919+00.204,-48.08100000000002,0.204889,-45.3
G311.949-00.114,-48.05099999999999,-0.11318,19.7
G311.963-00.037,-48.03699999999998,-0.0361619,-55.0
G311.991+00.219,-48.009000000000015,0.219825,-45.0
G312.091+00.069,-47.90899999999999,0.0699233,-48.1
G312.110+00.311,-47.889999999999986,0.311072,-48.3
G312.388-00.057,-47.61200000000002,-0.0567525,-59.9
G312.591+00.210,-47.40899999999999,0.210579,-63.2
G312.591+00.210,-47.40899999999999,0.210579,-33.0
G312.598+00.048,-47.40199999999999,0.0486847,-66.8
G312.614-01.902,-47.386000000000024,-1.90159,-47.8
G312.675+00.048,-47.32499999999999,0.0484406,-62.9
G312.706+00.012,-47.29399999999998,0.0127814,-67.9
G312.764+00.067,-47.23599999999999,0.0673953,-63.3
G312.950+00.261,-47.05000000000001,0.261462,-47.0
G312.979-00.432,-47.021000000000015,-0.431923,-48.2
G313.315-00.462,-46.685,-0.461644,-35.2
G313.460+00.192,-46.54000000000002,0.192387,-5.0
G313.671-00.105,-46.32900000000001,-0.104279,-54.1
G313.790+00.705,-46.20999999999998,0.705721,-53.4
G313.851-00.243,-46.149,-0.242451,33.1
G314.078+00.483,-45.922000000000025,0.483853,-67.0
G314.184+00.265,-45.815999999999974,0.265877,-68.0
G314.219+00.343,-45.781000000000006,0.343706,-63.3
G314.239+00.428,-45.761000000000024,0.428967,-62.9
G314.288+00.431,-45.71100000000001,0.431438,-58.8
G315.312-00.272,-44.68799999999999,-0.271158,15.0
G315.341-00.320,-44.65899999999999,-0.319996,6.0
G316.093-00.511,-43.90699999999998,-0.510614,-60.9
G316.141-00.506,-43.85899999999998,-0.505613,-58.1
G316.369-00.368,-43.63099999999997,-0.367667,3.0
G316.516-00.600,-43.48399999999998,-0.599942,-45.5
G316.796-00.056,-43.20400000000001,-0.0555958,-38.2
G317.030+00.028,-42.97000000000003,0.0280883,-36.0
G317.059-00.937,-42.940999999999974,-0.93682,46.7
G317.236+00.516,-42.76400000000001,0.516096,-51.0
G317.405+00.091,-42.59500000000003,0.0919003,-39.5
G317.426-00.561,-42.57400000000001,-0.560699,27.3
G317.431-00.522,-42.56900000000002,-0.521448,26.5
G317.458-00.533,-42.54199999999997,-0.532694,27.7
G317.466-00.524,-42.53399999999999,-0.523525,26.9
G317.570-00.257,-42.43000000000001,-0.2565,-42.2
G317.628-00.425,-42.372000000000014,-0.424105,-38.0
G317.861+00.160,-42.13900000000001,0.160356,1.0
G317.891-00.059,-42.10899999999998,-0.05857,16.3
G317.988-00.754,-42.012,-0.753052,-37.0
G318.059-00.450,-41.940999999999974,-0.449616,40.0
G318.233-00.605,-41.766999999999996,-0.604901,-39.8
G318.248+00.150,-41.75200000000001,0.150661,-39.9
G318.351-00.398,-41.649,-0.397649,18.6
G318.726-00.222,-41.274,-0.221988,-12.1
G318.774-00.150,-41.226,-0.149628,-39.3
G318.915-00.165,-41.08499999999998,-0.164978,-29.4
G319.164-00.421,-40.83600000000001,-0.420212,-22.0
G319.188-00.329,-40.81200000000001,-0.32891,-26.0
G319.229+00.225,-40.771000000000015,0.225351,-67.7
G319.348+00.018,-40.65199999999999,0.0180331,-14.0
G319.397-00.006,-40.60300000000001,-0.0059675,-12.6
G319.453-00.022,-40.547000000000025,-0.0214997,-21.1
G319.884+00.793,-40.115999999999985,0.793967,-41.1
G320.104-00.511,-39.896000000000015,-0.510467,-13.0
G320.163+00.797,-39.83699999999999,0.797101,-38.3
G320.190-00.172,-39.81,-0.171766,-9.8
G320.205+00.867,-39.795000000000016,0.867349,-38.9
G320.232-00.286,-39.76799999999997,-0.285995,-70.5
G320.236-00.099,-39.76400000000001,-0.0984333,-7.4
G320.240-00.176,-39.75999999999999,-0.175434,-10.3
G320.248+00.442,-39.75200000000001,0.442278,-31.0
G320.255-00.326,-39.745000000000005,-0.325099,-66.2
G320.278-00.157,-39.72199999999998,-0.156875,-11.8
G320.311-00.176,-39.68900000000002,-0.175889,-12.2
G320.331-00.307,-39.66899999999998,-0.306565,-67.6
G320.343-00.180,-39.65699999999998,-0.179766,-11.0
G320.346-00.215,-39.653999999999996,-0.214434,-10.2
G320.357+00.153,-39.64299999999997,0.153638,-3.0
G320.376+00.172,-39.624000000000024,0.172459,-0.7
G320.399+00.162,-39.601,0.16203,-3.9
G320.407+00.134,-39.59300000000002,0.13448,-3.0
G320.419+00.114,-39.58100000000002,0.114518,-5.1
G320.423+00.101,-39.577,0.101459,-7.7
G320.590+00.190,-39.410000000000025,0.190901,-8.5
G320.590+00.190,-39.410000000000025,0.190901,-7.7
